id	logFC	AveExpr	t	P.Value	adj.P.Val	B
ABL1	0.79458503	2.635090182	7.971277408	1.48E-14	7.55E-14	22.2149162
PCBP2	0.540169779	4.028717826	7.970995379	1.48E-14	7.56E-14	22.212967
LRPPRC	0.626249549	3.681512493	7.970428496	1.49E-14	7.59E-14	22.20904926
BLOC1S5	0.579069653	2.267652503	7.969074864	1.50E-14	7.66E-14	22.19969508
EIF1	0.602989713	7.079153653	7.967682114	1.52E-14	7.74E-14	22.19007181
CDC42EP4	0.784388382	3.635707561	7.965864153	1.54E-14	7.83E-14	22.17751239
METTL17	0.587505623	2.103491822	7.965814499	1.54E-14	7.83E-14	22.17716938
ZNF202	0.450828442	1.088655841	7.965645112	1.54E-14	7.84E-14	22.17599929
LMNB1	1.238140422	2.557041938	7.965624061	1.54E-14	7.84E-14	22.17585387
MAP2K5	0.448742167	1.871083849	7.965318986	1.54E-14	7.85E-14	22.17374651
TMIGD3	-0.583410684	0.494458894	-7.964745991	1.55E-14	7.88E-14	22.1697886
ARMC2	0.200374283	0.342745883	7.963621966	1.56E-14	7.94E-14	22.16202511
TLE1	0.810727463	3.985310584	7.962676625	1.57E-14	8.00E-14	22.15549639
DDX17	0.696879459	4.641809067	7.961184302	1.59E-14	8.08E-14	22.14519127
CLNS1A	0.575099862	3.88080408	7.960398251	1.60E-14	8.12E-14	22.13976383
DENND10	0.633598814	1.869576301	7.959991225	1.60E-14	8.14E-14	22.1369536
POLD4	0.67910595	2.297733905	7.959922773	1.60E-14	8.14E-14	22.136481
LIN7B	0.585977875	1.295875613	7.959333555	1.61E-14	8.17E-14	22.13241307
MECP2	0.46501381	1.245961074	7.958867736	1.61E-14	8.20E-14	22.12919723
COX7A2L	0.535141704	3.977614045	7.9583591	1.62E-14	8.23E-14	22.12568597
ESRRA	0.719292204	4.106777313	7.958239089	1.62E-14	8.23E-14	22.12485752
ORC6	0.680288025	0.698990946	7.958181385	1.62E-14	8.23E-14	22.12445919
TTF1	0.524316342	1.545410013	7.957821029	1.62E-14	8.25E-14	22.12197169
HEATR1	0.802895911	1.595695137	7.957647562	1.63E-14	8.26E-14	22.12077429
TFCP2	0.6882591	2.393534243	7.957114818	1.63E-14	8.29E-14	22.11709702
TTC7A	0.729386886	2.204642924	7.954728666	1.66E-14	8.42E-14	22.10062881
PRR12	0.750318146	1.700059657	7.954706584	1.66E-14	8.42E-14	22.10047642
KPNA4	0.519127285	2.326993369	7.954525371	1.66E-14	8.43E-14	22.09922592
TOP1MT	0.84284501	2.794295124	7.953976238	1.67E-14	8.46E-14	22.09543663
SASS6	0.519131658	0.770302295	7.952026176	1.69E-14	8.58E-14	22.08198178
CEP85	0.718322004	1.399757903	7.950845838	1.71E-14	8.65E-14	22.07383898
CNPY4	0.647867847	1.679289309	7.947560386	1.75E-14	8.85E-14	22.05117833
EPB41L4B	-1.063798394	2.72438745	-7.947267718	1.75E-14	8.86E-14	22.04916005
GMEB1	0.430133394	1.332978862	7.946763408	1.76E-14	8.89E-14	22.0456824
COX7C	0.67506658	6.951395831	7.946595728	1.76E-14	8.90E-14	22.04452613
ZNF71	0.468050399	0.683043243	7.946216392	1.76E-14	8.92E-14	22.04191043
ID1	-1.533243575	3.963597387	-7.946000986	1.77E-14	8.93E-14	22.04042514
PAIP1	0.61074198	3.589545776	7.945737559	1.77E-14	8.95E-14	22.03860878
PSTK	0.305326209	0.767141359	7.945168498	1.78E-14	8.98E-14	22.03468518
HGFAC	-2.737123119	3.550025637	-7.939571498	1.85E-14	9.34E-14	21.99610568
FICD	0.612970223	1.572052436	7.939510206	1.85E-14	9.34E-14	21.99568331
ITGB5	0.842579198	4.471889806	7.938589525	1.86E-14	9.40E-14	21.98933911
SLC25A51	0.480452928	1.13992345	7.938294894	1.86E-14	9.41E-14	21.987309
C2orf49	0.449782489	1.677640651	7.936461776	1.89E-14	9.53E-14	21.97467939
EIF4G3	0.681662569	2.345208636	7.936435506	1.89E-14	9.53E-14	21.97449841
GPR89B	0.335854464	0.759313938	7.936123492	1.89E-14	9.55E-14	21.97234896
ALDH18A1	0.870534054	3.835718276	7.934981387	1.91E-14	9.63E-14	21.96448154
ZNF627	0.512361775	1.554876895	7.934698645	1.91E-14	9.64E-14	21.962534
NUP188	0.696303877	2.047822089	7.934607438	1.91E-14	9.65E-14	21.96190578
CTNNBIP1	0.61384134	2.400602594	7.933546169	1.93E-14	9.71E-14	21.95459621
PTPDC1	0.372000618	0.572305031	7.933523949	1.93E-14	9.71E-14	21.95444318
ULK1	0.705370748	3.090168953	7.93161367	1.95E-14	9.84E-14	21.94128785
DCAF16	0.798744118	1.724202701	7.930284983	1.97E-14	9.93E-14	21.9321391
CASK	0.569174796	1.289075573	7.929129218	1.99E-14	1.00E-13	21.92418193
NPTN	0.700874135	3.935291968	7.928993285	1.99E-14	1.00E-13	21.92324612
ADRA1B	-0.891041303	1.297304269	-7.928850032	1.99E-14	1.00E-13	21.92225992
RBM4	0.412160626	0.825290634	7.927562589	2.01E-14	1.01E-13	21.91339743
PAXX	0.906728006	4.160659229	7.926677106	2.02E-14	1.02E-13	21.90730256
C3orf85	-0.808308116	0.660269298	-7.926055526	2.03E-14	1.02E-13	21.90302447
CCDC28B	0.880359559	1.04888965	7.924727312	2.05E-14	1.03E-13	21.89388371
TUBB4B	0.862300555	6.16124861	7.923147155	2.07E-14	1.04E-13	21.88301056
PEX26	0.436388282	1.644851744	7.922954948	2.08E-14	1.04E-13	21.88168808
ZNF778	0.222696067	0.391566313	7.922153382	2.09E-14	1.05E-13	21.87617317
TBC1D9B	0.658760546	3.400492183	7.920424662	2.11E-14	1.06E-13	21.8642807
BET1	0.449429891	2.144058732	7.919130197	2.13E-14	1.07E-13	21.85537688
XRCC2	0.537738956	0.539901813	7.918173561	2.15E-14	1.08E-13	21.84879746
EHD4	0.6667875	2.409326062	7.915970127	2.18E-14	1.09E-13	21.83364523
SLC1A4	0.904357993	2.320534815	7.915478497	2.19E-14	1.10E-13	21.8302649
TRAM1	0.797788159	5.834654309	7.914057583	2.21E-14	1.11E-13	21.82049588
EML2	0.670084227	1.700137822	7.913489224	2.22E-14	1.11E-13	21.81658869
RTF1	0.504875453	2.931473539	7.912326571	2.24E-14	1.12E-13	21.80859666
GTF3C1	0.545646837	2.443734715	7.911750942	2.24E-14	1.13E-13	21.80464012
TAF1C	0.584013557	2.020844227	7.907733042	2.31E-14	1.16E-13	21.77702941
SMC6	0.616325958	1.769218007	7.906082148	2.34E-14	1.17E-13	21.7656876
SDCCAG8	0.516973991	1.619166362	7.905854644	2.34E-14	1.17E-13	21.76412477
SNRNP35	0.580585043	2.415307829	7.905541627	2.34E-14	1.17E-13	21.76197455
CENPE	0.564985986	0.557170032	7.90510795	2.35E-14	1.18E-13	21.75899559
GJA5	0.865425725	1.245920343	7.904849049	2.36E-14	1.18E-13	21.75721724
KLC1	0.240909109	0.511844805	7.904599244	2.36E-14	1.18E-13	21.7555014
GNL3L	0.452924724	1.233851744	7.903537132	2.38E-14	1.19E-13	21.74820652
EFCAB2	0.472849511	0.933378289	7.902837882	2.39E-14	1.19E-13	21.74340428
UMPS	0.466265137	2.487236411	7.902672417	2.39E-14	1.20E-13	21.74226797
MRPL28	0.709734604	4.365052738	7.902361186	2.40E-14	1.20E-13	21.74013066
RPL7L1	0.590255399	3.557807456	7.902347346	2.40E-14	1.20E-13	21.74003561
ZNF92	0.550533813	1.097539333	7.90123401	2.42E-14	1.21E-13	21.73239055
EXOC8	0.515792535	1.8422325	7.900679556	2.43E-14	1.21E-13	21.72858352
MARK3	0.378737544	1.352912595	7.900674067	2.43E-14	1.21E-13	21.72854584
RPL7A	0.870019547	8.106183136	7.899877277	2.44E-14	1.22E-13	21.72307521
FIP1L1	0.430908261	1.275562033	7.898829827	2.46E-14	1.23E-13	21.71588422
RAD23A	0.626150312	4.800266238	7.898384671	2.46E-14	1.23E-13	21.71282833
ARHGEF15	0.556837021	1.245100263	7.897629764	2.48E-14	1.24E-13	21.70764637
PNPT1	0.563516169	2.287439528	7.896648676	2.49E-14	1.24E-13	21.70091237
F9	-2.401379484	4.863719321	-7.896450209	2.50E-14	1.25E-13	21.69955021
RBFOX2	0.708842532	2.361749712	7.896164394	2.50E-14	1.25E-13	21.69758858
UXT	0.671798722	4.587016914	7.893803835	2.54E-14	1.27E-13	21.68138944
DISP1	0.568119051	1.274243155	7.893168666	2.56E-14	1.27E-13	21.67703126
TP53BP2	0.947202609	3.189805852	7.890929184	2.60E-14	1.29E-13	21.66166723
CHEK2	0.825323675	1.53347297	7.89076546	2.60E-14	1.29E-13	21.66054412
UBE2E3	0.651994447	3.506294806	7.887400161	2.66E-14	1.32E-13	21.63746284
ACTR6	0.56046948	2.255178917	7.886826013	2.67E-14	1.33E-13	21.63352571
HSPA12B	0.633579451	1.281690965	7.88663227	2.68E-14	1.33E-13	21.6321972
SBNO1	0.51640898	1.698323358	7.885990276	2.69E-14	1.34E-13	21.62779516
ANKMY2	0.613400562	2.137595352	7.885670566	2.69E-14	1.34E-13	21.62560306
USP7	0.505878892	3.268773439	7.885479835	2.70E-14	1.34E-13	21.62429534
PFKFB2	0.694064788	1.089007037	7.885335544	2.70E-14	1.34E-13	21.62330605
RRP8	0.374569916	1.88499097	7.884914878	2.71E-14	1.35E-13	21.62042194
PPP3CB	0.51199853	2.571569726	7.884664477	2.71E-14	1.35E-13	21.61870523
PIEZO1	0.768515682	2.500128511	7.882382865	2.76E-14	1.37E-13	21.60306472
NHLRC1	0.750573305	1.891377655	7.881366355	2.78E-14	1.38E-13	21.5960976
PLRG1	0.481263667	3.060343593	7.881049267	2.78E-14	1.38E-13	21.59392443
FANCM	0.248963463	0.414228938	7.880524978	2.79E-14	1.39E-13	21.59033134
EPHX2	-1.260326471	4.57678285	-7.877604913	2.85E-14	1.41E-13	21.57032262
TBX19	0.363646234	0.545284603	7.875403948	2.89E-14	1.44E-13	21.55524493
ZNF234	0.442489375	0.87080891	7.874918365	2.90E-14	1.44E-13	21.55191887
SEMA3G	0.819247674	1.395033027	7.874752856	2.91E-14	1.44E-13	21.55078523
HNRNPA0	0.656493317	3.598858123	7.874367078	2.91E-14	1.44E-13	21.54814295
SCX	0.752625889	0.757157794	7.874317047	2.92E-14	1.44E-13	21.54780028
ZNF513	0.657488677	2.885639488	7.872797989	2.95E-14	1.46E-13	21.53739687
ALG14	0.366376945	1.369593705	7.872675136	2.95E-14	1.46E-13	21.53655557
NIPAL2	1.032690473	2.402637217	7.872586202	2.95E-14	1.46E-13	21.53594655
NFU1	0.5651763	3.489400417	7.870313141	3.00E-14	1.48E-13	21.52038239
SETD6	0.329065149	1.089059635	7.870275814	3.00E-14	1.48E-13	21.52012683
HNRNPK	0.525506063	5.990937299	7.870096652	3.00E-14	1.49E-13	21.51890022
IFTAP	0.325046411	0.79309042	7.869483435	3.02E-14	1.49E-13	21.51470203
ACSM5	-1.920651966	3.611659315	-7.868623241	3.03E-14	1.50E-13	21.50881343
SLC25A43	0.794724042	2.682324253	7.867478251	3.06E-14	1.51E-13	21.50097594
RAD52	0.458836036	1.046529921	7.867382748	3.06E-14	1.51E-13	21.50032225
RPL4	0.8019667	7.244516278	7.866747124	3.07E-14	1.52E-13	21.49597179
SLC9A3R1	0.834554873	6.566703768	7.865165989	3.11E-14	1.54E-13	21.48515102
RFESD	0.091666278	0.184772401	7.86312297	3.15E-14	1.56E-13	21.47117166
MRPS26	0.679987333	5.66028225	7.863010165	3.15E-14	1.56E-13	21.47039986
ZFR	0.668656223	3.08778225	7.862814249	3.16E-14	1.56E-13	21.46905947
SHANK3	0.743011741	2.249595782	7.862625585	3.16E-14	1.56E-13	21.46776871
TRMT44	0.273493425	0.918105954	7.862446617	3.17E-14	1.56E-13	21.46654431
ORC2	0.562571047	1.590189825	7.860293647	3.21E-14	1.59E-13	21.45181646
TRIM32	0.601501121	1.562951198	7.860238822	3.22E-14	1.59E-13	21.45144147
CENPI	0.526430157	0.519992366	7.859129615	3.24E-14	1.60E-13	21.44385491
MTMR3	0.260211411	0.449110065	7.858652999	3.25E-14	1.60E-13	21.44059529
BLTP3A	0.611878714	1.34899937	7.856865485	3.29E-14	1.62E-13	21.4283716
LIMK1	0.918701995	1.584819373	7.856503061	3.30E-14	1.63E-13	21.42589346
RNH1	0.618058277	4.15666514	7.855846354	3.32E-14	1.63E-13	21.42140334
BAIAP2L2	1.595594343	1.97615679	7.855576616	3.32E-14	1.64E-13	21.41955912
TIMM23	0.505916691	5.25317737	7.85436555	3.35E-14	1.65E-13	21.41127959
ZNF224	0.405827869	0.809645982	7.852748723	3.39E-14	1.67E-13	21.40022753
BAG2	0.745336711	1.66667869	7.849854704	3.46E-14	1.70E-13	21.38044925
ZNF543	0.393176554	0.722527559	7.849064767	3.48E-14	1.71E-13	21.37505162
COG8	0.306279537	0.797600456	7.848579178	3.49E-14	1.72E-13	21.37173379
TRMT13	0.488451988	1.208077336	7.848485891	3.49E-14	1.72E-13	21.37109642
SRRD	0.467239041	1.509397486	7.846803424	3.53E-14	1.74E-13	21.35960211
UTP20	0.525221449	1.306965147	7.8467388	3.53E-14	1.74E-13	21.35916064
ERMP1	0.862456831	2.305547696	7.846366514	3.54E-14	1.74E-13	21.35661752
HUWE1	0.62248347	3.05172448	7.846215857	3.55E-14	1.74E-13	21.35558839
ATOSB	0.487756337	1.417468621	7.846204125	3.55E-14	1.74E-13	21.35550825
MARK2	0.579108189	1.659693571	7.8453696	3.57E-14	1.75E-13	21.34980793
FASN	1.505074652	5.703931195	7.845077848	3.57E-14	1.75E-13	21.34781519
ESCO1	0.574792017	1.845461678	7.84423249	3.59E-14	1.76E-13	21.34204149
OGFOD3	0.583733683	2.558776937	7.843931176	3.60E-14	1.77E-13	21.33998367
DBR1	0.589876667	1.865565488	7.841587045	3.66E-14	1.80E-13	21.32397641
VMA21	0.646018364	2.563175671	7.8412418	3.67E-14	1.80E-13	21.32161916
TMEM70	0.753164162	3.642028358	7.841099862	3.67E-14	1.80E-13	21.32065005
RPS2	0.942619233	7.562708761	7.838652685	3.74E-14	1.83E-13	21.30394371
FOXRED2	0.947550896	2.724293631	7.838211427	3.75E-14	1.84E-13	21.30093175
VSIG4	-1.257183953	1.932429524	-7.837324651	3.77E-14	1.85E-13	21.29487914
DPT	-1.076976789	0.824381991	-7.83707334	3.78E-14	1.85E-13	21.29316392
ZFP14	0.395690866	0.720287752	7.836673393	3.79E-14	1.86E-13	21.29043435
LAPTM4B	1.603065954	4.600490972	7.836466144	3.79E-14	1.86E-13	21.28901995
FUBP1	0.761080668	2.577512729	7.836433708	3.80E-14	1.86E-13	21.28879859
ZYX	1.001076413	4.880046363	7.835554956	3.82E-14	1.87E-13	21.28280176
MFSD10	1.140897894	2.824128719	7.833170679	3.88E-14	1.90E-13	21.26653335
SNTA1	0.903947263	3.604308885	7.832459046	3.90E-14	1.91E-13	21.26167844
MNT	0.38930285	1.002008321	7.832005255	3.91E-14	1.91E-13	21.25858276
C11orf80	0.644355745	0.972978787	7.831713263	3.92E-14	1.92E-13	21.25659091
SPATA33	0.332294871	0.65861291	7.831213247	3.94E-14	1.92E-13	21.25318014
MDH2	0.668590301	6.211634604	7.830861044	3.95E-14	1.93E-13	21.25077775
CMTM4	0.777989498	1.186025623	7.829999165	3.97E-14	1.94E-13	21.24489917
GK5	0.44278725	0.811560396	7.829652143	3.98E-14	1.94E-13	21.24253239
GPSM1	1.07570973	1.444934937	7.828872749	4.00E-14	1.95E-13	21.23721701
PIR	1.127206352	3.350753456	7.828119045	4.02E-14	1.96E-13	21.2320772
SDHAF4	0.566614477	2.512916123	7.826952718	4.05E-14	1.98E-13	21.22412428
CAMSAP2	0.741241279	1.787551735	7.826238788	4.07E-14	1.99E-13	21.21925659
FAAP20	0.556883532	1.898441197	7.824994468	4.11E-14	2.00E-13	21.2107734
CEP55	0.910042622	0.938940467	7.824115549	4.13E-14	2.02E-13	21.20478195
RAB2A	0.620296778	4.54097124	7.823638165	4.15E-14	2.02E-13	21.20152791
SKAP1	-1.100248381	1.764445942	-7.82358023	4.15E-14	2.02E-13	21.20113302
SLC9B2	-0.760975633	1.918528656	-7.823379408	4.16E-14	2.02E-13	21.19976419
ATP1B3	1.228402132	3.243599736	7.823008353	4.17E-14	2.03E-13	21.19723509
C1QTNF1	-1.528138354	2.253268006	-7.822551583	4.18E-14	2.03E-13	21.1941219
ARMC8	0.437605066	1.62418257	7.820051954	4.25E-14	2.07E-13	21.17708762
MAPKAPK3	0.664495905	3.121203793	7.819849726	4.26E-14	2.07E-13	21.17570967
UGT2B7	-2.2757004	6.123495617	-7.818201925	4.31E-14	2.10E-13	21.16448279
VPS4A	0.521381387	2.536651002	7.817996616	4.31E-14	2.10E-13	21.1630841
HIP1R	0.849375956	2.988218847	7.817483045	4.33E-14	2.11E-13	21.15958545
APEH	0.536882965	4.701022701	7.816331557	4.36E-14	2.12E-13	21.15174166
TMEM160	0.945831736	3.240023872	7.816061688	4.37E-14	2.12E-13	21.14990347
ZNF562	0.361215922	0.960574412	7.814768909	4.41E-14	2.14E-13	21.14109849
RSL1D1	0.570345248	4.051150565	7.814171272	4.43E-14	2.15E-13	21.13702841
TTLL12	0.759367418	3.483499814	7.813934435	4.44E-14	2.15E-13	21.13541555
DYNLRB1	0.924365855	1.963997375	7.812669702	4.48E-14	2.17E-13	21.12680332
TPP1	0.708969235	4.819605976	7.810565587	4.54E-14	2.20E-13	21.11247762
ZFAND2A	0.850829243	3.916430888	7.809825216	4.57E-14	2.22E-13	21.10743754
EID2	0.562067414	2.881012169	7.809014536	4.59E-14	2.23E-13	21.10191924
ANAPC1	0.325742278	0.699105397	7.808572196	4.60E-14	2.23E-13	21.09890842
CYP4V2	-0.950117614	3.092884106	-7.808324254	4.61E-14	2.24E-13	21.09722083
ARFGEF1	0.618182243	2.107865438	7.808108028	4.62E-14	2.24E-13	21.09574915
MTFP1	0.295779034	0.403784242	7.806532807	4.67E-14	2.26E-13	21.08502878
ACAT1	-0.939963361	5.069912362	-7.806223875	4.68E-14	2.27E-13	21.08292649
CINP	0.486742774	2.367046622	7.805724004	4.70E-14	2.28E-13	21.07952499
H3C6	0.789832446	1.028286927	7.804811418	4.73E-14	2.29E-13	21.07331549
CCDC24	0.699180911	1.230456027	7.804047921	4.75E-14	2.30E-13	21.06812085
CDS2	0.544121843	2.426610813	7.803760109	4.76E-14	2.30E-13	21.06616275
ZNF846	0.421669265	1.020481802	7.803631222	4.77E-14	2.31E-13	21.0652859
SMS	0.737756602	4.321928806	7.801452091	4.84E-14	2.34E-13	21.05046231
ZNF592	0.516375307	2.30909579	7.800714426	4.86E-14	2.35E-13	21.04544504
RBM12	0.597283254	2.450478578	7.800545376	4.87E-14	2.35E-13	21.04429528
RASSF7	1.02605798	4.230670119	7.799950856	4.89E-14	2.36E-13	21.04025194
SMIM4	0.876252927	2.558329919	7.798350083	4.94E-14	2.39E-13	21.02936618
RUFY2	0.383920511	0.866835964	7.798334345	4.94E-14	2.39E-13	21.02925917
ZKSCAN1	0.764251639	3.407255574	7.798077573	4.95E-14	2.39E-13	21.0275132
BCDIN3D	0.261652987	0.853557318	7.797656685	4.97E-14	2.40E-13	21.02465139
PAK4	0.767773141	2.652317292	7.796749816	5.00E-14	2.41E-13	21.01848555
ZNF91	0.453481589	0.977938463	7.794422976	5.08E-14	2.45E-13	21.00266771
HPS6	0.479729925	2.627840235	7.794166241	5.09E-14	2.46E-13	21.00092265
OR51E1	0.201107625	0.195475443	7.793631888	5.11E-14	2.46E-13	20.99729071
LENG1	0.586194764	2.886224639	7.792505963	5.15E-14	2.48E-13	20.98963854
GABRE	1.085930704	1.211306021	7.792093347	5.16E-14	2.49E-13	20.98683446
PTPRJ	0.607684636	2.409915529	7.792082495	5.16E-14	2.49E-13	20.98676072
DGCR8	0.489684531	1.608233775	7.791975115	5.17E-14	2.49E-13	20.986031
IFT22	0.516559324	1.169690249	7.791348376	5.19E-14	2.50E-13	20.98177204
TBX20	-0.079758502	0.035214703	-7.790270111	5.23E-14	2.52E-13	20.97444536
MAN2B1	0.795399778	3.287394504	7.788700727	5.28E-14	2.55E-13	20.96378296
OAZ3	0.147141155	0.198208032	7.787846948	5.32E-14	2.56E-13	20.95798305
FOXD2	0.636000445	0.734888535	7.787118773	5.34E-14	2.57E-13	20.95303677
XXYLT1	0.583402268	1.021147254	7.786961902	5.35E-14	2.57E-13	20.95197124
ZNF639	0.465463166	1.839360415	7.785771713	5.39E-14	2.59E-13	20.9438875
LLPH	0.307698892	1.137502538	7.784583205	5.44E-14	2.62E-13	20.93581611
COA3	0.762277837	5.384328328	7.784554685	5.44E-14	2.62E-13	20.93562243
SLC38A2	-1.052667252	4.913394553	-7.784313934	5.45E-14	2.62E-13	20.93398757
FAM114A2	0.411178349	1.799506193	7.784307461	5.45E-14	2.62E-13	20.93394361
JPT2	0.769112718	3.943463084	7.783508787	5.48E-14	2.63E-13	20.92852031
AARS1	0.656546695	4.000158946	7.782923534	5.50E-14	2.64E-13	20.9245465
RCC2	1.000740583	2.996839482	7.781526081	5.55E-14	2.67E-13	20.91505881
GJC1	0.506890052	0.547103869	7.780977484	5.57E-14	2.68E-13	20.91133458
MARCHF6	0.618539674	3.245512979	7.780662855	5.59E-14	2.68E-13	20.90919877
HTATIP2	0.986811935	4.909184215	7.779341811	5.64E-14	2.71E-13	20.90023175
MMRN1	-0.581430982	0.609311027	-7.777714253	5.70E-14	2.74E-13	20.88918574
ATAD5	0.411026743	0.492847317	7.774919996	5.81E-14	2.79E-13	20.87022555
SEMA5B	0.509095825	0.553623322	7.773934599	5.85E-14	2.81E-13	20.86354044
WDR91	0.752165011	1.869136963	7.773786964	5.86E-14	2.81E-13	20.86253891
COG5	0.583281243	1.408814355	7.7736175	5.87E-14	2.81E-13	20.86138932
KDM2A	0.612373002	3.024628486	7.77020641	6.01E-14	2.88E-13	20.83825347
SLC4A2	1.027180095	3.299789102	7.768580318	6.07E-14	2.91E-13	20.82722711
PLK4	0.563389416	0.629177288	7.768116256	6.09E-14	2.92E-13	20.82408068
ARL6IP4	0.133775763	0.144163161	7.767012457	6.14E-14	2.94E-13	20.81659726
CTU2	0.513508762	1.989706658	7.766947602	6.14E-14	2.94E-13	20.81615759
TFPI2	-0.883385677	0.737295016	-7.764534094	6.25E-14	2.99E-13	20.79979761
EMC4	0.597677471	2.865803536	7.763820567	6.28E-14	3.00E-13	20.79496169
SPATA2	0.502503726	2.059746945	7.763696328	6.28E-14	3.01E-13	20.7941197
NIPAL3	0.441271148	0.993140465	7.761179279	6.39E-14	3.06E-13	20.77706331
PAQR4	0.781659194	0.940277569	7.761015563	6.40E-14	3.06E-13	20.77595406
RTCB	0.5804698	4.662373091	7.760421256	6.42E-14	3.07E-13	20.7719275
RPS25	0.738514352	7.63382456	7.760304307	6.43E-14	3.07E-13	20.77113517
METTL25	0.291313963	0.805842318	7.757424402	6.56E-14	3.13E-13	20.75162667
ZMYND8	0.653733597	1.91359486	7.756790581	6.59E-14	3.15E-13	20.74733389
C3orf33	0.299368075	0.53545973	7.756607787	6.60E-14	3.15E-13	20.74609591
ZNF146	0.697753812	3.494540211	7.754951072	6.67E-14	3.19E-13	20.73487666
FAM172A	0.475322144	1.453736643	7.753720581	6.73E-14	3.21E-13	20.72654494
SLC25A40	0.557094908	1.607945429	7.752937567	6.77E-14	3.23E-13	20.72124364
ZNF621	0.520595048	1.247020817	7.75074841	6.87E-14	3.28E-13	20.70642434
BAZ2A	0.772191117	2.312866611	7.750686548	6.87E-14	3.28E-13	20.70600561
RAPGEF6	0.293460609	0.728991505	7.750623837	6.87E-14	3.28E-13	20.70558114
DPM1	0.599241512	4.44919136	7.750376736	6.89E-14	3.28E-13	20.70390864
AFAP1L1	0.565040095	1.283599259	7.75023634	6.89E-14	3.29E-13	20.70295838
STUB1	0.621333148	3.199387684	7.750031327	6.90E-14	3.29E-13	20.70157079
MBD3	0.627997655	2.671812281	7.749948716	6.91E-14	3.29E-13	20.70101166
PIF1	0.588985755	0.608023853	7.749799585	6.91E-14	3.29E-13	20.70000233
CDC27	0.568248524	2.664279672	7.74961587	6.92E-14	3.30E-13	20.69875894
SRD5A3	0.54588912	1.545006238	7.74873029	6.96E-14	3.32E-13	20.69276563
NXT1	0.756476599	3.377760166	7.74836794	6.98E-14	3.32E-13	20.69031352
HELLS	0.647817595	0.700808027	7.74626928	7.08E-14	3.37E-13	20.67611305
CYB5RL	0.357922235	0.513461811	7.745361041	7.13E-14	3.39E-13	20.66996839
MATCAP1	0.573103278	0.998765121	7.744212482	7.18E-14	3.42E-13	20.66219863
RAB29	0.77259659	3.27087608	7.744090897	7.19E-14	3.42E-13	20.66137619
C2CD3	0.39434501	0.887279975	7.743732763	7.21E-14	3.43E-13	20.65895369
RELB	0.970666658	2.961060123	7.742594715	7.27E-14	3.45E-13	20.65125625
EEF2K	0.562575074	1.90819376	7.742139515	7.29E-14	3.46E-13	20.64817764
CCNY	0.540365485	3.747586642	7.742139296	7.29E-14	3.46E-13	20.64817616
BAZ1B	0.668894805	3.280415357	7.741999887	7.30E-14	3.46E-13	20.64723334
THRSP	-2.99763658	3.488229688	-7.741738785	7.31E-14	3.47E-13	20.64546753
FLCN	0.537788013	1.602049738	7.741490614	7.32E-14	3.48E-13	20.64378922
C3orf18	0.682600779	1.447965167	7.74090558	7.35E-14	3.49E-13	20.63983297
REXO2	0.56249678	2.538940796	7.740620635	7.36E-14	3.49E-13	20.63790613
GEMIN5	0.535422697	1.944323984	7.739592113	7.42E-14	3.52E-13	20.63095155
IRF2BP1	0.715256743	3.832507774	7.737286393	7.54E-14	3.57E-13	20.61536344
NEURL4	0.410553331	1.111697758	7.737065123	7.55E-14	3.58E-13	20.6138677
DPH6	0.276624551	0.68036604	7.735161637	7.65E-14	3.62E-13	20.60100184
ACSL4	2.340222059	4.158042643	7.733777515	7.72E-14	3.66E-13	20.59164792
C9orf85	0.316935003	1.149637876	7.732762758	7.77E-14	3.68E-13	20.58479096
ASB16	0.352882668	0.389546209	7.732294972	7.80E-14	3.69E-13	20.58163024
ALS2CL	1.030005367	1.814704675	7.731946602	7.82E-14	3.70E-13	20.57927649
TAF1B	0.503437234	1.273788589	7.731684764	7.83E-14	3.71E-13	20.57750744
MRPL4	0.542985864	3.047028296	7.731578506	7.84E-14	3.71E-13	20.57678955
PRAF2	0.699999721	1.532281986	7.731226832	7.86E-14	3.72E-13	20.57441363
JKAMP	0.561158392	2.558713957	7.730873747	7.88E-14	3.73E-13	20.57202827
RMDN1	0.616392488	3.269320775	7.730192041	7.91E-14	3.74E-13	20.56742304
MTR	0.774851757	1.811363155	7.729983268	7.92E-14	3.75E-13	20.56601275
JARID2	0.595187823	1.554290812	7.72931146	7.96E-14	3.76E-13	20.56147478
URB2	0.537748211	1.254218038	7.729041278	7.98E-14	3.77E-13	20.55964982
ZDHHC5	0.513094101	3.941497461	7.728668566	8.00E-14	3.78E-13	20.5571324
AMHR2	-0.186667866	0.066027118	-7.728160131	8.02E-14	3.79E-13	20.55369841
TMEM186	0.549976396	2.131663998	7.727889628	8.04E-14	3.80E-13	20.55187148
SYS1	0.503555678	2.73916046	7.727594752	8.06E-14	3.80E-13	20.54988001
MLYCD	-0.510175973	1.39882314	-7.727309433	8.07E-14	3.81E-13	20.54795312
FBXL12	0.568025002	2.39035886	7.727250783	8.07E-14	3.81E-13	20.54755705
TRIO	0.626302074	1.451809309	7.727157558	8.08E-14	3.81E-13	20.54692747
SPTY2D1OS	0.25034335	0.335538974	7.726048403	8.14E-14	3.84E-13	20.5394375
ABHD11	0.87833548	2.801123962	7.724859469	8.21E-14	3.87E-13	20.5314097
TTLL4	1.003284675	1.6955792	7.724002016	8.26E-14	3.89E-13	20.52562066
